Series Name,Series Code,Country Name,Country Code,2023 [YR2023]
"Population, total",SP.POP.TOTL,Afghanistan,AFG,41454761
"Population, total",SP.POP.TOTL,Albania,ALB,2414095
"Population, total",SP.POP.TOTL,Algeria,DZA,46164219
"Population, total",SP.POP.TOTL,American Samoa,ASM,47521
"Population, total",SP.POP.TOTL,Andorra,AND,80856
"Population, total",SP.POP.TOTL,Angola,AGO,36749906
"Population, total",SP.POP.TOTL,Antigua and Barbuda,ATG,93316
"Population, total",SP.POP.TOTL,Argentina,ARG,45538401
"Population, total",SP.POP.TOTL,Armenia,ARM,2964300
"Population, total",SP.POP.TOTL,Aruba,ABW,107359
"Population, total",SP.POP.TOTL,Australia,AUS,26659922
"Population, total",SP.POP.TOTL,Austria,AUT,9131761
"Population, total",SP.POP.TOTL,Azerbaijan,AZE,10153958
"Population, total",SP.POP.TOTL,"Bahamas, The",BHS,399440
"Population, total",SP.POP.TOTL,Bahrain,BHR,1577059
"Population, total",SP.POP.TOTL,Bangladesh,BGD,171466990
"Population, total",SP.POP.TOTL,Barbados,BRB,282336
"Population, total",SP.POP.TOTL,Belarus,BLR,9178298
"Population, total",SP.POP.TOTL,Belgium,BEL,11779946
"Population, total",SP.POP.TOTL,Belize,BLZ,411106
"Population, total",SP.POP.TOTL,Benin,BEN,14111034
"Population, total",SP.POP.TOTL,Bermuda,BMU,64698
"Population, total",SP.POP.TOTL,Bhutan,BTN,786385
"Population, total",SP.POP.TOTL,Bolivia,BOL,12244159
"Population, total",SP.POP.TOTL,Bosnia and Herzegovina,BIH,3185073
"Population, total",SP.POP.TOTL,Botswana,BWA,2480244
"Population, total",SP.POP.TOTL,Brazil,BRA,211140729
"Population, total",SP.POP.TOTL,British Virgin Islands,VGB,38985
"Population, total",SP.POP.TOTL,Brunei Darussalam,BRN,458949
"Population, total",SP.POP.TOTL,Bulgaria,BGR,6446596
"Population, total",SP.POP.TOTL,Burkina Faso,BFA,23025776
"Population, total",SP.POP.TOTL,Burundi,BDI,13689450
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,522331
"Population, total",SP.POP.TOTL,Cambodia,KHM,17423880
"Population, total",SP.POP.TOTL,Cameroon,CMR,28372687
"Population, total",SP.POP.TOTL,Canada,CAN,40083484
"Population, total",SP.POP.TOTL,Cayman Islands,CYM,73038
"Population, total",SP.POP.TOTL,Central African Republic,CAF,5152421
"Population, total",SP.POP.TOTL,Chad,TCD,19319064
"Population, total",SP.POP.TOTL,Channel Islands,CHI,167691
"Population, total",SP.POP.TOTL,Chile,CHL,19658835
"Population, total",SP.POP.TOTL,China,CHN,1410710000
"Population, total",SP.POP.TOTL,Colombia,COL,52321152
"Population, total",SP.POP.TOTL,Comoros,COM,850387
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",COD,105789731
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,6182885
"Population, total",SP.POP.TOTL,Costa Rica,CRI,5105525
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,31165654
"Population, total",SP.POP.TOTL,Croatia,HRV,3859686
"Population, total",SP.POP.TOTL,Cuba,CUB,11019931
"Population, total",SP.POP.TOTL,Curacao,CUW,154654
"Population, total",SP.POP.TOTL,Cyprus,CYP,1344976
"Population, total",SP.POP.TOTL,Czechia,CZE,10864042
"Population, total",SP.POP.TOTL,Denmark,DNK,5946952
"Population, total",SP.POP.TOTL,Djibouti,DJI,1152944
"Population, total",SP.POP.TOTL,Dominica,DMA,66510
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,11331265
"Population, total",SP.POP.TOTL,Ecuador,ECU,17980083
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,114535772
"Population, total",SP.POP.TOTL,El Salvador,SLV,6309624
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,1847549
"Population, total",SP.POP.TOTL,Eritrea,ERI,3470390
"Population, total",SP.POP.TOTL,Estonia,EST,1370286
"Population, total",SP.POP.TOTL,Ethiopia,ETH,128691692
"Population, total",SP.POP.TOTL,Faroe Islands,FRO,54414
"Population, total",SP.POP.TOTL,Fiji,FJI,924145
"Population, total",SP.POP.TOTL,Finland,FIN,5583911
"Population, total",SP.POP.TOTL,France,FRA,68372286
"Population, total",SP.POP.TOTL,French Polynesia,PYF,281118
"Population, total",SP.POP.TOTL,Gabon,GAB,2484789
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,2697845
"Population, total",SP.POP.TOTL,Georgia,GEO,3715483
"Population, total",SP.POP.TOTL,Germany,DEU,83287273
"Population, total",SP.POP.TOTL,Ghana,GHA,33787914
"Population, total",SP.POP.TOTL,Gibraltar,GIB,38471
"Population, total",SP.POP.TOTL,Greece,GRC,10407351
"Population, total",SP.POP.TOTL,Greenland,GRL,56865
"Population, total",SP.POP.TOTL,Grenada,GRD,117081
"Population, total",SP.POP.TOTL,Guam,GUM,166506
"Population, total",SP.POP.TOTL,Guatemala,GTM,18124838
"Population, total",SP.POP.TOTL,Guinea,GIN,14405468
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,2153339
"Population, total",SP.POP.TOTL,Guyana,GUY,826353
"Population, total",SP.POP.TOTL,Haiti,HTI,11637398
"Population, total",SP.POP.TOTL,Honduras,HND,10644851
"Population, total",SP.POP.TOTL,"Hong Kong SAR, China",HKG,7536100
"Population, total",SP.POP.TOTL,Hungary,HUN,9592186
"Population, total",SP.POP.TOTL,Iceland,ISL,385663
"Population, total",SP.POP.TOTL,India,IND,1438069596
"Population, total",SP.POP.TOTL,Indonesia,IDN,281190067
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,90608707
"Population, total",SP.POP.TOTL,Iraq,IRQ,45074049
"Population, total",SP.POP.TOTL,Ireland,IRL,5311538
"Population, total",SP.POP.TOTL,Isle of Man,IMN,84165
"Population, total",SP.POP.TOTL,Israel,ISR,9849000
"Population, total",SP.POP.TOTL,Italy,ITA,58984216
"Population, total",SP.POP.TOTL,Jamaica,JAM,2839786
"Population, total",SP.POP.TOTL,Japan,JPN,124516650
"Population, total",SP.POP.TOTL,Jordan,JOR,11439213
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,20330104
"Population, total",SP.POP.TOTL,Kenya,KEN,55339003
"Population, total",SP.POP.TOTL,Kiribati,KIR,132530
"Population, total",SP.POP.TOTL,"Korea, Dem. People's Rep.",PRK,26418204
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,51712619
"Population, total",SP.POP.TOTL,Kosovo,XKX,1682668
"Population, total",SP.POP.TOTL,Kuwait,KWT,4853420
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,7099750
"Population, total",SP.POP.TOTL,Lao PDR,LAO,7664993
"Population, total",SP.POP.TOTL,Latvia,LVA,1883710
"Population, total",SP.POP.TOTL,Lebanon,LBN,5773493
"Population, total",SP.POP.TOTL,Lesotho,LSO,2311472
"Population, total",SP.POP.TOTL,Liberia,LBR,5493031
"Population, total",SP.POP.TOTL,Libya,LBY,7305659
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,39846
"Population, total",SP.POP.TOTL,Lithuania,LTU,2871585
"Population, total",SP.POP.TOTL,Luxembourg,LUX,666430
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,678800
"Population, total",SP.POP.TOTL,North Macedonia,MKD,1827816
"Population, total",SP.POP.TOTL,Madagascar,MDG,31195932
"Population, total",SP.POP.TOTL,Malawi,MWI,21104482
"Population, total",SP.POP.TOTL,Malaysia,MYS,35126298
"Population, total",SP.POP.TOTL,Maldives,MDV,525994
"Population, total",SP.POP.TOTL,Mali,MLI,23769127
"Population, total",SP.POP.TOTL,Malta,MLT,552747
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,38827
"Population, total",SP.POP.TOTL,Mauritania,MRT,5022441
"Population, total",SP.POP.TOTL,Mauritius,MUS,1248647
"Population, total",SP.POP.TOTL,Mexico,MEX,129739759
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,112630
"Population, total",SP.POP.TOTL,Moldova,MDA,2457783
"Population, total",SP.POP.TOTL,Monaco,MCO,38956
"Population, total",SP.POP.TOTL,Mongolia,MNG,3481145
"Population, total",SP.POP.TOTL,Montenegro,MNE,623529
"Population, total",SP.POP.TOTL,Morocco,MAR,37712505
"Population, total",SP.POP.TOTL,Mozambique,MOZ,33635160
"Population, total",SP.POP.TOTL,Myanmar,MMR,54133798
"Population, total",SP.POP.TOTL,Namibia,NAM,2963095
"Population, total",SP.POP.TOTL,Nauru,NRU,11875
"Population, total",SP.POP.TOTL,Nepal,NPL,29694614
"Population, total",SP.POP.TOTL,Netherlands,NLD,17877117
"Population, total",SP.POP.TOTL,New Caledonia,NCL,289870
"Population, total",SP.POP.TOTL,New Zealand,NZL,5200000
"Population, total",SP.POP.TOTL,Nicaragua,NIC,6823613
"Population, total",SP.POP.TOTL,Niger,NER,26159867
"Population, total",SP.POP.TOTL,Nigeria,NGA,227882945
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,45143
"Population, total",SP.POP.TOTL,Norway,NOR,5519601
"Population, total",SP.POP.TOTL,Oman,OMN,5049269
"Population, total",SP.POP.TOTL,Pakistan,PAK,247504495
"Population, total",SP.POP.TOTL,Palau,PLW,17727
"Population, total",SP.POP.TOTL,Panama,PAN,4458759
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,10389635
"Population, total",SP.POP.TOTL,Paraguay,PRY,6844146
"Population, total",SP.POP.TOTL,Peru,PER,33845617
"Population, total",SP.POP.TOTL,Philippines,PHL,114891199
"Population, total",SP.POP.TOTL,Poland,POL,36687353
"Population, total",SP.POP.TOTL,Portugal,PRT,10578174
"Population, total",SP.POP.TOTL,Puerto Rico (US),PRI,3203792
"Population, total",SP.POP.TOTL,Qatar,QAT,2656032
"Population, total",SP.POP.TOTL,Romania,ROU,19061062
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143826130
"Population, total",SP.POP.TOTL,Rwanda,RWA,13954471
"Population, total",SP.POP.TOTL,Samoa,WSM,216663
"Population, total",SP.POP.TOTL,San Marino,SMR,33860
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,230871
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,33702731
"Population, total",SP.POP.TOTL,Senegal,SEN,18077573
"Population, total",SP.POP.TOTL,Serbia,SRB,6623183
"Population, total",SP.POP.TOTL,Seychelles,SYC,119773
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,8460512
"Population, total",SP.POP.TOTL,Singapore,SGP,5917648
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,42749
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5426740
"Population, total",SP.POP.TOTL,Slovenia,SVN,2120461
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,800005
"Population, total",SP.POP.TOTL,"Somalia, Fed. Rep.",SOM,18358615
"Population, total",SP.POP.TOTL,South Africa,ZAF,63212384
"Population, total",SP.POP.TOTL,South Sudan,SSD,11483374
"Population, total",SP.POP.TOTL,Spain,ESP,48352528
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,22037000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,46758
"Population, total",SP.POP.TOTL,St. Lucia,LCA,179285
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,27515
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,101323
"Population, total",SP.POP.TOTL,Sudan,SDN,50042791
"Population, total",SP.POP.TOTL,Suriname,SUR,628886
"Population, total",SP.POP.TOTL,Eswatini,SWZ,1230506
"Population, total",SP.POP.TOTL,Sweden,SWE,10536632
"Population, total",SP.POP.TOTL,Switzerland,CHE,8888822
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,23594623
"Population, total",SP.POP.TOTL,Tajikistan,TJK,10389799
"Population, total",SP.POP.TOTL,Tanzania,TZA,66617606
"Population, total",SP.POP.TOTL,Thailand,THA,71702435
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1384286
"Population, total",SP.POP.TOTL,Togo,TGO,9304337
"Population, total",SP.POP.TOTL,Tonga,TON,104597
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1367510
"Population, total",SP.POP.TOTL,Tunisia,TUN,12200431
"Population, total",SP.POP.TOTL,Turkiye,TUR,85325965
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,7364438
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,46198
"Population, total",SP.POP.TOTL,Tuvalu,TUV,9816
"Population, total",SP.POP.TOTL,Uganda,UGA,48656601
"Population, total",SP.POP.TOTL,Ukraine,UKR,37732836
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,10483751
"Population, total",SP.POP.TOTL,United Kingdom,GBR,68492000
"Population, total",SP.POP.TOTL,United States,USA,336806231
"Population, total",SP.POP.TOTL,Uruguay,URY,3388081
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,35652307
"Population, total",SP.POP.TOTL,Vanuatu,VUT,320409
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28300854
"Population, total",SP.POP.TOTL,Viet Nam,VNM,100352192
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,104917
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,5165775
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,39390799
"Population, total",SP.POP.TOTL,Zambia,ZMB,20723965
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,16340822
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,2.13559384981397
Population growth (annual %),SP.POP.GROW,Albania,ALB,-1.54310811387613
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.49897601193923
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-1.71290294190977
Population growth (annual %),SP.POP.GROW,Andorra,AND,1.43374756867515
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.08065530722915
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,0.511400156215609
Population growth (annual %),SP.POP.GROW,Argentina,ARG,0.286976121920089
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.165163937436499
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.0456516784920034
Population growth (annual %),SP.POP.GROW,Australia,AUS,2.43450716351535
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.989464653969154
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,0.120242150339289
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,0.477303918283875
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,3.37686417721007
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.22171475464107
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.00637558575909917
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.540824986374776
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.850263748167955
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.05772774277288
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.52274772277722
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,-0.0787967316952785
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,0.698146584889649
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.37334382280772
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-0.617510129445164
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.64031664035479
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.395928695574996
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,1.72311000328138
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,0.782881746925984
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.286577641861364
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.26973666268599
Population growth (annual %),SP.POP.GROW,Burundi,BDI,2.72764441044431
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,0.497087597239901
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.28320677599476
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.64245336134821
Population growth (annual %),SP.POP.GROW,Canada,CAN,2.90468017061162
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.00104859136332
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,1.06107453184959
Population growth (annual %),SP.POP.GROW,Chad,TCD,4.57399213394625
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.284259058075622
Population growth (annual %),SP.POP.GROW,Chile,CHL,0.53962870957127
Population growth (annual %),SP.POP.GROW,China,CHN,-0.103794531589067
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.12092864340999
Population growth (annual %),SP.POP.GROW,Comoros,COM,1.92327433672711
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.25963514299902
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.41919038084212
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,0.46646444898736
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.50384681190665
Population growth (annual %),SP.POP.GROW,Croatia,HRV,0.104856226330186
Population growth (annual %),SP.POP.GROW,Cuba,CUB,-0.361317873522215
Population growth (annual %),SP.POP.GROW,Curacao,CUW,0.865660085534404
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.0167681770201
Population growth (annual %),SP.POP.GROW,Czechia,CZE,1.78238907045946
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.741185515720057
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.38410272350128
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.473991407609536
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,0.891159203732232
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,0.872456027022398
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,1.68834126904494
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.465531145369394
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,2.41057232825781
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.77168715176453
Population growth (annual %),SP.POP.GROW,Estonia,EST,1.57745133607335
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.6036241976442
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.926838604956977
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.51237740019889
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.499192375381062
Population growth (annual %),SP.POP.GROW,France,FRA,0.275093143443794
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.263581727538977
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.19891289669511
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.30124049704572
Population growth (annual %),SP.POP.GROW,Georgia,GEO,0.0802640328443946
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.131511079477747
Population growth (annual %),SP.POP.GROW,Ghana,GHA,1.90860289687983
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,2.26613272520816
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.283349545727581
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.359389425458904
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.143593450145476
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.799555642468131
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.53986971917384
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.46199049961035
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.24529187264064
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.57233513230005
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.15633263604117
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.71477388415816
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,2.55352466697343
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.134269181500181
Population growth (annual %),SP.POP.GROW,Iceland,ISL,0.953546915490719
Population growth (annual %),SP.POP.GROW,India,IND,0.883289539766135
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,0.842666137328498
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.20408185634218
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,2.25148890849618
Population growth (annual %),SP.POP.GROW,Ireland,IRL,1.87573900211149
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,0.0392163858214135
Population growth (annual %),SP.POP.GROW,Israel,ISR,3.00437405991345
Population growth (annual %),SP.POP.GROW,Italy,ITA,-0.0499178457490556
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.0226098931571573
Population growth (annual %),SP.POP.GROW,Japan,JPN,-0.487370782049143
Population growth (annual %),SP.POP.GROW,Jordan,JOR,1.61225050235636
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.46415151694869
Population growth (annual %),SP.POP.GROW,Kenya,KEN,1.98296028478422
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.56733842415292
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,0.338821174570736
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.077477253324535
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-4.95226324203524
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,5.58813678140227
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.76957037310792
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.39237667233214
Population growth (annual %),SP.POP.GROW,Latvia,LVA,0.22997050070229
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,0.503630953855672
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,1.10328678263994
Population growth (annual %),SP.POP.GROW,Liberia,LBR,2.20390696065654
Population growth (annual %),SP.POP.GROW,Libya,LBY,1.12674309223491
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,0.889858277389592
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,1.40084461829591
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,2.02002574712319
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,0.221222713921319
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,-0.212923714310977
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.46201530433165
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.57135708610945
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,1.23402869169549
Population growth (annual %),SP.POP.GROW,Maldives,MDV,0.359585188904548
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.97400537620334
Population growth (annual %),SP.POP.GROW,Malta,MLT,3.99255876861009
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,-3.16867227675357
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.96653079197429
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,-1.1051534726941
Population growth (annual %),SP.POP.GROW,Mexico,MEX,0.872178517508623
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,0.459189928699194
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-2.84274212689094
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.064195567574974
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.3708886685104
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,-0.00994290846928265
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.02195181223548
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.95358093047219
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,0.698879396261223
Population growth (annual %),SP.POP.GROW,Namibia,NAM,2.50947899094054
Population growth (annual %),SP.POP.GROW,Nauru,NRU,0.625107627709329
Population growth (annual %),SP.POP.GROW,Nepal,NPL,-0.0700958873206174
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.990139686700227
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,0.952185123510063
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,2.3012774309073
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.37167812196347
Population growth (annual %),SP.POP.GROW,Niger,NER,3.29489175812772
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.09838916935738
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-2.05003835843766
Population growth (annual %),SP.POP.GROW,Norway,NOR,1.13831142739624
Population growth (annual %),SP.POP.GROW,Oman,OMN,6.52704988451128
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,1.54880458608849
Population growth (annual %),SP.POP.GROW,Palau,PLW,-0.180352864081089
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.30902688797168
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,1.81103162496893
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.23021616038983
Population growth (annual %),SP.POP.GROW,Peru,PER,1.09975320783678
Population growth (annual %),SP.POP.GROW,Philippines,PHL,0.810000998681961
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.365658526875775
Population growth (annual %),SP.POP.GROW,Portugal,PRT,1.36912985956796
Population growth (annual %),SP.POP.GROW,Puerto Rico (US),PRI,-0.508879698773044
Population growth (annual %),SP.POP.GROW,Qatar,QAT,-0.0489708509014485
Population growth (annual %),SP.POP.GROW,Romania,ROU,0.0659152146414443
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,-0.285217600763343
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.1984982050137
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.649190563116911
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.310582221115543
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.99754660166419
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,4.63821572656175
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.38738348832592
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.621120944154492
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,-0.0876274304874622
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.19524258771884
Population growth (annual %),SP.POP.GROW,Singapore,SGP,4.85831607781442
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,1.43721256242405
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,-0.0923148510113108
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.396216782960902
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.39583243369756
Population growth (annual %),SP.POP.GROW,"Somalia, Fed. Rep.",SOM,3.07939219638342
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.32810094082844
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,4.10816463205266
Population growth (annual %),SP.POP.GROW,Spain,ESP,1.17836618688432
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,-0.651320770103285
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,0.104849849656036
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.281512532799571
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,-4.80716831631216
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,-0.711025816110263
Population growth (annual %),SP.POP.GROW,Sudan,SDN,1.32652175747925
Population growth (annual %),SP.POP.GROW,Suriname,SUR,0.914027369002208
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,0.946270731993531
Population growth (annual %),SP.POP.GROW,Sweden,SWE,0.472717863265105
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,1.26498425447772
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,4.91861526815481
